Date,Notes,Notes_clean,Prediction
01/02/2018 08:06:28,Running KSFV I/O slave I601 os pid=20751,running ksfv slave os,KSFV
03/02/2018 12:23:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_24561.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
02/02/2018 17:39:29,WARNING: inbound connection timed out (ORA-3136).Client address: (ADDRESS=(PROTOCOL=tcp)(HOST=10.231.209.30)(PORT=60000)).02/02/2018 17:39:29.Fatal NI connect error 12170..02/02/2018 17:39:29.VERSION INFORMATION:.TNS for Linux: Version 12.1.0.2.0 - Production.Oracle Bequeath NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.TCP/IP NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.Time: 02-FEB-2018 17:39:29.Tracing not turned on..Tns error struct:.ns main err code: 12535.02/02/2018 17:39:29.TNS-12535: TNS:operation timed out.ns secondary err code: 12606.nt main err code: 0.nt secondary err code: 0.nt OS err code: 0.02/02/2018 17:39:29.***********************************************************************,warning inbound connection timed ora client address address protocoltcp fatal ni connect error version information tns linux version production oracle bequeath nt protocol adapter linux version production tcp ip nt protocol adapter linux version production time feb tracing turned tns error struct ns main err code tns tns operation timed ns secondary err code nt main err code nt secondary err code nt os err code,Fatal NI
05/02/2018 17:15:20,Current log# 9 seq# 31326 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_9.262.929538711.Current log# 9 seq# 31326 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_9.262.929538727.Thread 3 advanced to log sequence 31326 (LGWR switch).Archived Log entry 183655 added for thread 3 sequence 31325 ID 0x6d02838d dest 1:,current merlp tp onlinelog group current merlp tp onlinelog group thread advanced log sequence lgwr switch archived log entry added thread sequence id dest,LGWR switch
02/02/2018 17:27:50,"NOTE: client edw01t2:edw01_tp:tpl06429clu01 id 0x10008 has reconnected to ASM inst +ASM2 (reg:563605757), or has been fenced",note client tp id reconnected asm inst reg fenced,ASM Instance
02/02/2018 11:35:19,"Deleted statistics for columns:.SYS_STSQV9EDIOJFXD1PKDG8Y1VPUT,.SYS_STSY#INSH$S3AOA64T3DO$GDGP,.SYS_STSN0DD9SWM4SOOACSQF0WO71Z,.SYS_STSS88RQ56_GZACMW2U4U5PNHT,.SYS_STSEB8YDQ$5ZXEUFA$_LDW#OPI.of [sub]partition P20180128 of table F_DAILY_MC_CHNL_VIEW",deleted statistics columns sys sys sys sys sys table f daily mc chnl view,Partition
02/02/2018 11:35:18,"of [sub]partition P20180128 of table F_DAILY_MC_USAGE_CUST.Deleted statistics for columns:.SYS_STSS88RQ56_GZACMW2U4U5PNHT,.SYS_STSH0ECP6M6T5MSK8OMPFSR$E5,.SYS_STSN0DD9SWM4SOOACSQF0WO71Z,.SYS_STSY#INSH$S3AOA64T3DO$GDGP,.SYS_STSM$EAS116489M#FA7P14#VC3",table f daily mc usage cust deleted statistics columns sys sys sys sys sys,Partition
02/02/2018 11:35:17,"of [sub]partition P20180128 of table F_DAILY_MC_USAGE_VIEW.SYS_STSTUM3I37A7D00IV7HY4JBDEZ.SYS_STS#Y0KOLEJR0Y7CORJE2JSZSA,.SYS_STSZU9$R8JAIQM#55BWUFLP1BP,.Deleted statistics for columns:",table f daily mc usage view sys sys sys deleted statistics columns,Partition
05/02/2018 18:37:47,"Deleted statistics for columns:.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180123 of table F_MOBILE_USAGE_DLY_AGG_DETAIL",deleted statistics columns sys sys sys stsxptr sys sts sys stse sys sys sys sys sys sys sys stselr sys sys sys sys sys sys sys sys table f mobile usage dly agg detail,Partition
05/02/2018 17:15:28,ALTER SYSTEM ARCHIVE LOG.Thread 3 advanced to log sequence 31327 (LGWR switch).Current log# 10 seq# 31327 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739.Current log# 10 seq# 31327 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Archived Log entry 183657 added for thread 3 sequence 31326 ID 0x6d02838d dest 1:,alter system archive log thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
02/02/2018 11:35:13,"SYS_STSOKJWOY9RY_AAK#WHF3TH7GT,.SYS_STSR07HFF#W6JZKA0$#9CIQNFL,.SYS_STSF7IGX36NLTOZ#A9GER16VYZ,.SYS_STS_$TZDCITINSQ$OYL_6CZSPP,.SYS_STSCBLW$97HT9HRTJ00XVM7QSY,.SYS_STSS88RQ56_GZACMW2U4U5PNHT,.SYS_STS7AU4FVS0FYC1M$GLNSG4FAG,.SYS_STSOC$1S1W#EADB3R3U0HFO1FD.of [sub]partition P20180128 of table W_DAILY_MC_USAGE.Deleted statistics for column:.SYS_STSOLBJE3M01CSY_CH77DH35HI.of [sub]partition P20180128 of table W_DAILY_MC_CHNL_USAGE.SYS_STSN3PJQ#HRFQ6PO7YD8Z0LGQG,.SYS_STSQZ1LKQGAI7OBYIW_G3FLBY$,.SYS_STSOV7NN683FVY0A8A0O6O#YYI,.SYS_STSOBF76VJB9DCYSQWT1EKBLDG,.SYS_STS#F5X2FJJKEW#CPE4CA1GAN3,.Deleted statistics for columns:.SYS_STSIOB#4I3K0PO9VCDGMQ6XN15,.SYS_STSY#INSH$S3AOA64T3DO$GDGP,.SYS_STSZG9TNG5RG1VXBGRDWMZMWUK,.SYS_STSO3N9Q8TFNET9FOOIA2IC$BC,.SYS_STSOLBJE3M01CSY_CH77DH35HI,",sys sys sys sys sts sys sys sys sys table w daily mc usage deleted statistics column sys table w daily mc chnl usage sys sys sys sys sys deleted statistics columns sys sys sys sys sys,Partition
02/02/2018 23:59:57,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_12258.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
05/02/2018 20:26:12,Archived Log entry 331527 added for thread 3 sequence 67372 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 05:01:39,Current log# 6 seq# 66768 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563.Current log# 6 seq# 66768 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551.Thread 3 advanced to log sequence 66768 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
06/02/2018 01:16:09,Archived Log entry 183735 added for thread 3 sequence 31341 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 06:37:48,"Dumping diagnostic data in directory=[cdmp_20180205063748], requested by (instance=2, osid=39793), summary=[abnormal process termination].",dumping diagnostic data requested process,Dumping diagnostic
04/02/2018 14:34:35,Current log# 15 seq# 67217 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 67217 (LGWR switch).Current log# 15 seq# 67217 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
02/02/2018 04:30:22,Current log# 15 seq# 66905 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Current log# 15 seq# 66905 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 66905 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
04/02/2018 10:19:58,"Resize operation completed for file# 2790, old size 28672000K, new size 29696000K",resize operation completed old size new size,Resize Operation
01/02/2018 13:26:03,Running KSFV I/O slave I701 os pid=9236,running ksfv slave os,KSFV
02/02/2018 11:36:05,"SYS_STSS88RQ56_GZACMW2U4U5PNHT,.SYS_STSY#INSH$S3AOA64T3DO$GDGP.of [sub]partition P20180130 of table F_DAILY_MC_CHNL_CUST.SYS_STSN0DD9SWM4SOOACSQF0WO71Z,.Deleted statistics for columns:",sys sys table f daily mc chnl cust sys deleted statistics columns,Partition
03/02/2018 08:59:17,Archived Log entry 330156 added for thread 3 sequence 67061 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 06:56:17,"SYS_STS20GAYNJH_7YFB9C31M#O9YB,.of [sub]partition P_PC of table H_EDW_PROPENSITY_MASTER.SYS_STSER286VML3MV2XPDS50_QE8X,.SYS_STSR8NCH1JIGSTAU2QF0NIVYKI,.SYS_STSI9B_7891$G$2B8DU923HP3M.Deleted statistics for columns:.SYS_STSR8SLJJPUUDSHW2$CAJ2VEXH,",sys p pc table h edw propensity master sys sys sys deleted statistics columns sys,Partition
01/02/2018 22:00:01,Setting Resource Manager plan DEFAULT_MAINTENANCE_PLAN at pdb EDW01P (3) via parameter,setting resource manager plan default maintenance plan pdb via parameter,Others
01/02/2018 22:00:00,Setting Resource Manager CDB plan DEFAULT_MAINTENANCE_PLAN via parameter,setting resource manager cdb plan default maintenance plan via parameter,Others
04/02/2018 07:27:59,Archived Log entry 330642 added for thread 3 sequence 67160 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 13:46:17,Archived Log entry 329707 added for thread 3 sequence 66964 ID 0xb052a05f dest 1:.02/02/2018 13:49:00.***********************************************************************,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 13:46:15,Current log# 15 seq# 66965 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Thread 3 advanced to log sequence 66965 (LGWR switch).Current log# 15 seq# 66965 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
02/02/2018 13:46:12,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
03/02/2018 03:26:08,Running KSFV I/O slave I701 os pid=21492.Archived Log entry 330008 added for thread 3 sequence 67024 ID 0xb052a05f dest 1:,running ksfv slave os archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 15:51:42,Thread 3 advanced to log sequence 66847 (LGWR switch).Current log# 5 seq# 66847 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Current log# 5 seq# 66847 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
01/02/2018 06:34:39,Archived Log entry 328877 added for thread 3 sequence 66776 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 16:14:47,KSFV I/O slave I601 dp=0x8a86f3a0 exiting,ksfv slave exiting,KSFV
06/02/2018 04:53:07,Archived Log entry 331821 added for thread 3 sequence 67421 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
03/02/2018 10:11:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_70258.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
05/02/2018 04:20:16,Archived Log entry 331105 added for thread 3 sequence 67268 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 17:02:13,Running KSFV I/O slave I601 os pid=80362,running ksfv slave os,KSFV
02/02/2018 07:28:12,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
02/02/2018 07:28:14,Current log# 16 seq# 66926 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819.Current log# 16 seq# 66926 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Thread 3 advanced to log sequence 66926 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
02/02/2018 18:33:50,"SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.Deleted statistics for columns:.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180127 of table F_MOBILE_USAGE_DLY_AGG_DETAIL.Deleted statistics for columns:.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.of [sub]partition P20180127 of table F_DLY_MOB_USAGE_AGG_SUM",sys stsxptr sys sts sys stse sys sys sys sys sys sys sys deleted statistics columns sys sys stselr sys sys sys sys sys sys sys sys table f mobile usage dly agg detail deleted statistics columns sys sys table f dly mob usage agg sum,Partition
02/02/2018 18:33:54,Archived Log entry 329785 added for thread 3 sequence 66986 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 22:53:07,Client address: (ADDRESS=(PROTOCOL=tcp)(HOST=10.109.99.219)(PORT=62057)).02/02/2018 22:53:07.VERSION INFORMATION:.TNS for Linux: Version 12.1.0.2.0 - Production.Oracle Bequeath NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.TCP/IP NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.Time: 02-FEB-2018 22:53:07.Tracing not turned on..Tns error struct:.ns main err code: 12535.02/02/2018 22:53:07.TNS-12535: TNS:operation timed out.ns secondary err code: 12560.nt main err code: 505.02/02/2018 22:53:07.TNS-00505: Operation timed out.nt secondary err code: 110.nt OS err code: 0.02/02/2018 22:53:07.Fatal NI connect error 12170.,client address address protocoltcp version information tns linux version production oracle bequeath nt protocol adapter linux version production tcp ip nt protocol adapter linux version production time feb tracing turned tns error struct ns main err code tns tns operation timed ns secondary err code nt main err code tns operation timed nt secondary err code nt os err code fatal ni connect error,Fatal NI
05/02/2018 07:14:24,Archived Log entry 183550 added for thread 3 sequence 31304 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
03/02/2018 12:52:18,Archived Log entry 182717 added for thread 3 sequence 31164 ID 0x6d02838d dest 1:.Current log# 12 seq# 31165 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_12.268.929538807.Thread 3 advanced to log sequence 31165 (LGWR switch).Current log# 12 seq# 31165 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_12.268.929538793,archived log entry added thread sequence id dest current merlp tp onlinelog group thread advanced log sequence lgwr switch current merlp tp onlinelog group,LGWR switch
03/02/2018 04:50:19,Thread 3 advanced to log sequence 31107 (LGWR switch).Current log# 10 seq# 31107 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Current log# 10 seq# 31107 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739.Archived Log entry 182341 added for thread 3 sequence 31106 ID 0x6d02838d dest 1:,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
04/02/2018 09:11:03,"Deleted statistics for columns:.SYS_STS20GAYNJH_7YFB9C31M#O9YB,.SYS_STSR8SLJJPUUDSHW2$CAJ2VEXH,.SYS_STSER286VML3MV2XPDS50_QE8X,.SYS_STSR8NCH1JIGSTAU2QF0NIVYKI,.SYS_STSI9B_7891$G$2B8DU923HP3M.of [sub]partition P_XX of table H_EDW_PROPENSITY_MASTER",deleted statistics columns sys sys sys sys sys p xx table h edw propensity master,Partition
03/02/2018 01:59:57,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_20362.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
